product_id|product_name|car_brand|car_type|swept_volume|productive_date|price_of_distributor|price_of_purchase|price_of_retail|product_category
|通风刹车盘(前)|斯柯达|晶锐|1.4|2008/11-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|斯柯达|晶锐|1.6|2008/11-2009/11|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|斯柯达|晶锐Scout|1.6|2012/02-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|斯柯达|昕锐(NA2)|1.4|2013/04-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|斯柯达|昕锐(NA2)|1.6|2013/04-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|斯柯达|昕动(NH3)|1.6|2014/04-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|斯柯达|昕动(NH3)|1.4T|2014/04-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|中华|骏捷Cross|1.5|2009/06-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|中华|骏捷Cross|1.6|2009/06-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|中华|骏捷FRV|1.3|2008/07-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|中华|骏捷FRV|1.5|2009/05-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|中华|骏捷FRV|1.6|2008/05-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|中华|骏捷FSV|1.6|2009/05-|¥109.0|¥140.0|¥280.0|刹车-盘鼓
|通风刹车盘(前)|大众|宝来(A4)|1.62V　|2002/06-2006/03|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|宝来(A4)|1.85V|2001/08-2006/04|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|宝来(A4)|1.9TDI2V　|2005/01-2006/03|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|宝来经典|1.62V　|2006/07-2008/12|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|宝来经典|1.85V|2006/07-2008/12|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|宝来Sportline|1.4TSI|2014/03-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|新宝来|1.4T|2010/11-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|新宝来|1.6|2008/04-2010/12|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|新宝来|2.0|2008/04-2010/12|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗境|1.4TSI|2013/11-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗境|1.6|2013/11-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗行|1.4TSI|2013/06-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗行|1.6|2013/06-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗行运动版|1.4TSI|2013/11-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗行运动版|1.6|2013/11-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗逸|1.4TSi|2009/10-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗逸|1.6|2008/06-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗逸|2.0|2008/06-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|朗逸运动版|1.4TSI|2013/11-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|新甲壳虫(1Y7)|2.0|2003/01-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|新甲壳虫(9C1,1C1)|2.0|1998/01-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|高尔夫IV|2.0|1999/05-2003/02|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|高尔夫IV|2.0|2003/03-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|中华|H530|1.6|2011/09-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|中华|V5|1.6L|2011/12-|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|高尔夫(A4)|1.6|2003/07-2009/02|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|高尔夫(A4)|1.8|2003/07-2009/02|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|通风刹车盘(前)|大众|高尔夫(A4)|2.0|2003/07-2005/12|¥115.0|¥150.0|¥300.0|刹车-盘鼓
|实心刹车盘(后)|奥迪|A1Sportback(8XA)|1.4TFSI|2011/10-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来(A4)|1.62V　|2002/06-2006/03|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来(A4)|1.85V|2001/08-2006/04|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来(A4)|1.8T5V|2001/08-2006/05|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来(A4)|1.9TDI2V　|2005/01-2006/03|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来经典|1.62V　|2006/07-2008/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来经典|1.85V|2006/07-2008/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来经典|1.62V　|2006/12-2008/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来经典|1.85V|2006/12-2008/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|宝来Sportline|1.4TSI|2014/03-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|高尔夫(A4)|1.6|2003/07-2009/02|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|高尔夫(A4)|1.8|2003/07-2009/02|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|高尔夫(A4)|2.0|2003/07-2005/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|新宝来|1.4T|2010/11-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|新宝来|1.6|2008/04-2010/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|新宝来|2.0|2008/04-2010/12|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗境|1.4TSI|2013/11-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗境|1.6|2013/11-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗行|1.4TSI|2013/06-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗行|1.6|2013/06-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗行运动版|1.4TSI|2013/11-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗行运动版|1.6|2013/11-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗逸|1.4TSi|2009/10-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗逸|1.6|2008/06-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗逸|2.0|2008/06-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|朗逸运动版|1.4TSI|2013/11-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|波罗两厢|1.4|2002/04-2006/07|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|波罗两厢|1.6|2002/04-2006/07|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|波罗三厢|1.4|2003/06-2006/07|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|波罗三厢|1.6|2003/06-2006/07|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|波罗GTI|1.4TSI|2012/09-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|新甲壳虫(1Y7)|2.0|2003/01-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|新甲壳虫(9C1,1C1)|1.8T|1999/10-2005/06|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|新甲壳虫(9C1,1C1)|2.0|1998/01-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|大众|高尔夫IV|2.0|1999/05-2003/02|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|斯柯达|昕动(NH3)|1.4T|2014/04-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|斯柯达|昕动(NH3)|1.6|2014/04-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|H530|1.6|2011/09-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|骏捷Cross|1.5|2009/06-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|骏捷Cross|1.6|2009/06-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|骏捷FRV|1.3|2008/07-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|骏捷FRV|1.5|2009/05-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|骏捷FRV|1.6|2008/05-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
|实心刹车盘(后)|中华|骏捷FSV|1.6|2009/05-|¥65.0|¥100.0|¥200.0|刹车-盘鼓
实心盘|实心刹车盘(前)|雪铁龙|C2|1.4|2003/09-|¥190.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|C240(W203)|2.6|2002/07-2007/02|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|C320运动轿跑车(CL203)|3.2|2002/09-2008/05|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK320(C208)|3.2|1997/06-2002/06|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK200K(C209)|1.8|2006/10-|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK200K(C209)|1.8|2006/10-|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK240(C209)|2.6|2002/06-2009/05|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK280(C209)|3.0|2005/01-|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK280(C209)|3.0|2005/01-|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK320(C209)|3.2|2002/06-2009/05|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK320敞篷车(A209)|3.2|2003/02-2010/03|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|CLK350敞篷车(A209)|3.5|2005/01-2010/03|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|E240(W210)|2.4|1997/06-2000/08|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|E280(W210)|2.8|1996/01-1997/06|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|E280(W210)|2.8|1996/12-2002/03|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|E320(W210)|3.2|1995/06-1996/06|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|E320(W210)|3.2|1996/07-1997/06|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|E320(W210)|3.2|1997/06-2002/03|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|SLK320(R170)|3.2|2000/03-2004/04|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|SLK280(R171)|3.0|2005/01-|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|SLK280(R171)|3.0|2005/01-|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|SLK200K(R171)|1.8|2008/01-2011/02|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|通风刹车盘(前)|奔驰|SLK300(R171)|3.0|2009/04-2011/02|¥362.0|¥510.0|¥1,020.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|C240(W203)|2.6|2002/07-2007/02|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|C320运动轿跑车(CL203)|3.2|2002/09-2008/05|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK320(C208)|3.2|1997/06-2002/06|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK200K(C209)|1.8|2002/09-2009/05|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK200K(C209)|1.8|2006/10-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK200K(C209)|1.8|2006/10-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK240(C209)|2.6|2002/06-2009/05|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK280(C209)|3.0|2005/01-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK280(C209)|3.0|2005/01-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK320(C209)|3.2|2002/06-2009/05|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK350(C209)|3.5|2005/01-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK350(C209)|3.5|2005/01-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK320敞篷车(A209)|3.2|2003/02-2010/03|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|CLK350敞篷车(A209)|3.5|2005/01-2010/03|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|E240(W210)|2.4|1997/06-2000/08|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|E280(W210)|2.8|1996/01-1997/06|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|E280(W210)|2.8|1996/12-2002/03|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|E320(W210)|3.2|1995/06-1996/06|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|E320(W210)|3.2|1996/07-1997/06|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|E320(W210)|3.2|1997/06-2002/03|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|SLK200K(R171)|1.8|2008/01-2011/02|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|SLK280(R171)|3.0|2005/01-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|SLK300(R171)|3.0|2009/04-2011/02|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|SLK350(R171)|3.5|2004/06-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|SLK350(R171)|3.5|2004/06-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|SLK350(R171)|3.5|2008/01-|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|C180K(W203)|1.8|2002/05-2007/02|¥302.0|¥420.0|¥840.0|刹车-盘鼓
|通风刹车盘(前)|马自达|323BA|1.6|1994-1998|¥155.0|¥200.0|¥400.0|刹车-盘鼓
|通风刹车盘(前)|马自达|323BG|1.6|1989-1994|¥155.0|¥200.0|¥400.0|刹车-盘鼓
|实心刹车盘(后)|斯巴鲁|森林人(SF)|2.0ST|2002/06-2002/09|¥236.0|¥310.0|¥620.0|刹车-盘鼓
|实心刹车盘(后)|斯巴鲁|森林人(SG)|2.0|2002/09-|¥236.0|¥310.0|¥620.0|刹车-盘鼓
|实心刹车盘(后)|斯巴鲁|森林人(SG)|2.0ST|2002/09-|¥236.0|¥310.0|¥620.0|刹车-盘鼓
|实心刹车盘(后)|斯巴鲁|森林人(SG)|2.0|2005/09-|¥236.0|¥310.0|¥620.0|刹车-盘鼓
|实心刹车盘(后)|斯巴鲁|森林人(SG)|2.5|2003/12-|¥236.0|¥310.0|¥620.0|刹车-盘鼓
|实心刹车盘(后)|斯巴鲁|森林人(SG)|2.5|2005/09-|¥236.0|¥310.0|¥620.0|刹车-盘鼓
|通风刹车盘(前)|长丰|猎豹旗舰|2.4|2000-2008|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|长丰|猎豹旗舰|2.4|2008-|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|长丰|猎豹旗舰|2.5|2000-2008|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|长丰|猎豹(CFA6470H)|2.4|1995-|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|长丰|猎豹黑金刚|2.4四驱|2007/09-|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|三菱|帕杰罗V33|3.0|1991-|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|三菱|帕杰罗V43|3.0|1990-1995|¥230.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(前)|东南|菱帅|1.6|2003/03-2006/03|¥146.0|¥190.0|¥380.0|刹车-盘鼓
|通风刹车盘(前)|东南|V3菱悦|1.5|2008/10-|¥146.0|¥190.0|¥380.0|刹车-盘鼓
|通风刹车盘(前)|三菱|蓝瑟|1.6|2006/05-|¥146.0|¥190.0|¥380.0|刹车-盘鼓
|通风刹车盘(前)|三菱|蓝瑟|1.6|2010/03-|¥146.0|¥190.0|¥380.0|刹车-盘鼓
|实心刹车盘(后)|奥迪|A6(4B,C5)|1.8T|1997/02-2005/01|¥342.0|¥480.0|¥960.0|刹车-盘鼓
|实心刹车盘(后)|奥迪|A6(4B,C5)|2.5TDI|2000/02-2005/01|¥342.0|¥480.0|¥960.0|刹车-盘鼓
|实心刹车盘(后)|奥迪|A6(4B,C5)|2.7T|2001/08-2005/01|¥342.0|¥480.0|¥960.0|刹车-盘鼓
|通风刹车盘(前)|欧宝|雅特H|1.7CDTI|2004/03-|¥289.0|¥400.0|¥800.0|刹车-盘鼓
|通风刹车盘(前)|欧宝|雅特H|1.8|2003/04-|¥289.0|¥400.0|¥800.0|刹车-盘鼓
|通风刹车盘(前)|欧宝|赛飞利|1.8|2005/07-|¥289.0|¥400.0|¥800.0|刹车-盘鼓
|通风刹车盘(前)|欧宝|雅特H|1.6|2004/03-|¥289.0|¥400.0|¥800.0|刹车-盘鼓
|通风刹车盘(前)|欧宝|雅特H|1.8|2006/01-|¥289.0|¥400.0|¥800.0|刹车-盘鼓
|通风刹车盘(前)|欧宝|雅特HGTC|1.8|2006/01-|¥289.0|¥400.0|¥800.0|刹车-盘鼓
|实心刹车盘(后)|别克|世纪|2.5|2000/01-2002/12|¥210.0|¥270.0|¥540.0|刹车-盘鼓
|实心刹车盘(后)|别克|世纪|3.0|1999/04-2002/12|¥210.0|¥270.0|¥540.0|刹车-盘鼓
|实心刹车盘(后)|别克|GL8I|3.0|2000/08-2005/11|¥210.0|¥270.0|¥540.0|刹车-盘鼓
|实心刹车盘(后)|别克|君威|2.0|2002/12-2006/05|¥210.0|¥270.0|¥540.0|刹车-盘鼓
|实心刹车盘(后)|别克|君威|2.5|2002/12-2008/12|¥210.0|¥270.0|¥540.0|刹车-盘鼓
|实心刹车盘(后)|别克|君威|3.0|2002/12-2006/05|¥210.0|¥270.0|¥540.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|雅特H|1.7CDTI|2004/03-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|雅特H|1.8|2003/04-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|雅特H|2.0T|2004/03-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|赛飞利|1.8|2005/07-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|赛飞利|2.0|2005/07-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|赛飞利|1.816V|2000/09-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|赛飞利|2.216V|2000/09-2001/05|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|赛飞利|2.216V|2001/06-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|雅特H|1.6|2004/03-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|雅特H|1.8|2006/01-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|欧宝|雅特HGTC|1.8|2006/01-|¥206.0|¥290.0|¥580.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S60I|2.4|2000/11-2010/04|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S60I|2.4T5|2004/04-2010/04|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S80I|2.4|1999/01-2006/07|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S80I|2.4T|2000/06-2006/07|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S80I|2.9|1998/05-2006/07|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S80I|3.0|2001/06-2006/07|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|沃尔沃|S80I|3.0T6|2001/06-2006/07|¥180.0|¥250.0|¥500.0|刹车-盘鼓
|通风刹车盘(前)|宝马|325i(E46)|2.5|2003/10-2005/05|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|通风刹车盘(前)|宝马|328Ci轿跑车(E46)|2.8|1999/04-2000/06|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|通风刹车盘(前)|宝马|325Ci敞篷车(E46)|2.5|2000/09-|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|通风刹车盘(前)|宝马|318i(E46)|2.0|2001/09-2005/02|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|通风刹车盘(前)|宝马|325i(E46)|2.5|2000/09-2005/02|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|通风刹车盘(前)|宝马|328i(E46)|2.8|1998/02-2000/06|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|通风刹车盘(前)|宝马|Z3(E36)|3.0|2000/06-2003/01|¥349.0|¥490.0|¥980.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S60I|2.4|2000/11-2010/04|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S60I|2.4T5|2004/04-2010/04|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S60I|2.5T|2004/02-2010/04|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|2.4|1999/01-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|2.4T|2000/06-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|2.5T|2003/03-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|2.8T6|1998/05-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|2.9|1998/05-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|3.0|2001/06-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|实心刹车盘(后)|沃尔沃|S80I|3.0T6|2001/06-2006/07|¥216.0|¥300.0|¥600.0|刹车-盘鼓
|通风刹车盘(后)|宝马|325i(E46)|2.5|2003/10-2005/05|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|通风刹车盘(后)|宝马|328Ci轿跑车(E46)|2.8|1999/04-2000/06|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|通风刹车盘(后)|宝马|325Ci敞篷车(E46)|2.5|2000/09-|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|通风刹车盘(后)|宝马|318i(E46)|2.0|2001/09-2005/02|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|通风刹车盘(后)|宝马|325i(E46)|2.5|2000/09-2005/02|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|通风刹车盘(后)|宝马|325i(E46)|2.5|2000/09-2005/02|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|通风刹车盘(后)|宝马|328i(E46)|2.8|1998/02-2000/06|¥326.0|¥460.0|¥920.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|G500(W463)|5.5|2009/12-|¥210.0|¥290.0|¥580.0|刹车-盘鼓
|实心刹车盘(后)|奔驰|G55AMG(W463)|5.5|1999/04-|¥210.0|¥290.0|¥580.0|刹车-盘鼓
|通风刹车盘(前)|东风|风行|2.0|2002-|¥170.0|¥220.0|¥440.0|刹车-盘鼓
|通风刹车盘(前)|东风|风行|2.4|2002-|¥170.0|¥220.0|¥440.0|刹车-盘鼓
|通风刹车盘(前)|东风|风行|2.4|2002-2004/01|¥170.0|¥220.0|¥440.0|刹车-盘鼓
